city_ascii,lat,lng,country,iso2,iso3,admin_name,capital
Ayagoz,47.9647,80.4297,Kazakhstan,KZ,KAZ,Shyghys Qazaqstan,
Shemonaikha,50.6316,81.905,Kazakhstan,KZ,KAZ,Shyghys Qazaqstan,
Zaysan,47.4752,84.8598,Kazakhstan,KZ,KAZ,Shyghys Qazaqstan,
Uryzhar,47.1002,81.6048,Kazakhstan,KZ,KAZ,Shyghys Qazaqstan,
Shar,49.6003,81.0549,Kazakhstan,KZ,KAZ,Shyghys Qazaqstan,
Serebryansk,49.6999,83.4249,Kazakhstan,KZ,KAZ,Shyghys Qazaqstan,
Petropavl,54.88,69.22,Kazakhstan,KZ,KAZ,Soltüstik Qazaqstan,admin
Taiynsha,53.8481,69.7638,Kazakhstan,KZ,KAZ,Soltüstik Qazaqstan,
Bulaevo,54.9053,70.44,Kazakhstan,KZ,KAZ,Soltüstik Qazaqstan,
Kishkenekol,53.6368,72.3414,Kazakhstan,KZ,KAZ,Soltüstik Qazaqstan,
Taraz,42.9,71.365,Kazakhstan,KZ,KAZ,Zhambyl,admin
Shu,43.5953,73.7448,Kazakhstan,KZ,KAZ,Zhambyl,
Qaratau,43.1854,70.46,Kazakhstan,KZ,KAZ,Zhambyl,
Oytal,42.9153,73.2549,Kazakhstan,KZ,KAZ,Zhambyl,
Qulan,42.9204,72.705,Kazakhstan,KZ,KAZ,Zhambyl,
Otar,43.5346,75.2139,Kazakhstan,KZ,KAZ,Zhambyl,
Burylbaytal,44.9387,74.0303,Kazakhstan,KZ,KAZ,Zhambyl,
Shymkent,42.32,69.595,Kazakhstan,KZ,KAZ,,admin
Eldama Ravine,0.0504,35.72,Kenya,KE,KEN,Baringo,
Kabarnet,0.4919,35.743,Kenya,KE,KEN,Baringo,admin
Sotik Post,-0.7813,35.3416,Kenya,KE,KEN,Bomet,admin
Sotik,-0.6796,35.12,Kenya,KE,KEN,Bomet,
Bungoma,0.5704,34.56,Kenya,KE,KEN,Bungoma,admin
Busia,0.4586,34.116,Kenya,KE,KEN,Busia,admin
Iten,0.6703,35.5081,Kenya,KE,KEN,Elgeyo/Marakwet,admin
Embu,-0.5196,37.45,Kenya,KE,KEN,Embu,admin
Garissa,-0.4396,39.67,Kenya,KE,KEN,Garissa,admin
Homa Bay,-0.5273,34.4571,Kenya,KE,KEN,Homa Bay,admin
Kendu Bay,-0.3596,34.64,Kenya,KE,KEN,Homa Bay,
Isiolo,0.3546,37.5822,Kenya,KE,KEN,Isiolo,admin
Kajiado,-1.8524,36.7768,Kenya,KE,KEN,Kajiado,admin
Kakamega,0.2904,34.73,Kenya,KE,KEN,Kakamega,admin
Kericho,-0.3596,35.28,Kenya,KE,KEN,Kericho,admin
Thika,-1.0396,37.09,Kenya,KE,KEN,Kiambu,
Kiambu,-1.1714,36.8356,Kenya,KE,KEN,Kiambu,admin
Malindi,-3.21,40.1,Kenya,KE,KEN,Kilifi,
Kilifi,-3.6096,39.85,Kenya,KE,KEN,Kilifi,admin
Kerugoya,-0.4989,37.2803,Kenya,KE,KEN,Kirinyaga,admin
Kisii,-0.6696,34.76,Kenya,KE,KEN,Kisii,admin
Kisumu,-0.09,34.75,Kenya,KE,KEN,Kisumu,admin
Kitui,-1.367,38.0106,Kenya,KE,KEN,Kitui,admin
Mwingi,-0.9296,38.07,Kenya,KE,KEN,Kitui,
Kwale,-4.1737,39.4521,Kenya,KE,KEN,Kwale,admin
Rumuruti,0.2725,36.5381,Kenya,KE,KEN,Laikipia,admin
Nanyuki,0.0204,37.06,Kenya,KE,KEN,Laikipia,
Lamu,-2.262,40.9197,Kenya,KE,KEN,Lamu,admin
Witu,-2.3796,40.43,Kenya,KE,KEN,Lamu,
Machakos,-1.5095,37.26,Kenya,KE,KEN,Machakos,admin
Konza,-1.7496,37.12,Kenya,KE,KEN,Machakos,
Wote,-1.7808,37.6288,Kenya,KE,KEN,Makueni,admin
Mandera,3.9414,41.8625,Kenya,KE,KEN,Mandera,admin
Moyale,3.52,39.05,Kenya,KE,KEN,Marsabit,
Marsabit,2.33,37.98,Kenya,KE,KEN,Marsabit,admin
Meru,0.06,37.64,Kenya,KE,KEN,Meru,admin
Migori,-1.0634,34.4731,Kenya,KE,KEN,Migori,admin
Karungu,-0.8496,34.15,Kenya,KE,KEN,Migori,
Mombasa,-4.04,39.6899,Kenya,KE,KEN,Mombasa,admin
Murang'a,-0.721,37.1526,Kenya,KE,KEN,Murang’a,admin
Nairobi,-1.2833,36.8167,Kenya,KE,KEN,Nairobi City,primary
Nakuru,-0.28,36.07,Kenya,KE,KEN,Nakuru,admin
Naivasha,-0.7096,36.43,Kenya,KE,KEN,Nakuru,
Kapsabet,0.2039,35.105,Kenya,KE,KEN,Nandi,admin
Narok,-1.0808,35.8711,Kenya,KE,KEN,Narok,admin
Nyamira,-0.5633,34.9358,Kenya,KE,KEN,Nyamira,admin
Ol Kalou,-0.2643,36.3788,Kenya,KE,KEN,Nyandarua,admin
Nyeri,-0.417,36.951,Kenya,KE,KEN,Nyeri,admin
Maralal,1.1105,36.68,Kenya,KE,KEN,Samburu,admin
Siaya,0.0607,34.2881,Kenya,KE,KEN,Siaya,admin
Mwatate,-3.505,38.3772,Kenya,KE,KEN,Taita/Taveta,admin
Voi,-3.3696,38.57,Kenya,KE,KEN,Taita/Taveta,
Tsavo,-2.9828,38.4666,Kenya,KE,KEN,Taita/Taveta,
Hola,-1.4993,40.0301,Kenya,KE,KEN,Tana River,admin
Kathwana,-0.3314,37.8686,Kenya,KE,KEN,Tharaka-Nithi,admin
Kitale,1.0305,34.9899,Kenya,KE,KEN,Trans Nzoia,admin
Lodwar,3.1304,35.57,Kenya,KE,KEN,Turkana,admin
Eldoret,0.52,35.27,Kenya,KE,KEN,Uasin Gishu,admin
Wajir,1.7504,40.05,Kenya,KE,KEN,Wajir,admin
Kapenguria,1.2389,35.1119,Kenya,KE,KEN,West Pokot,admin
Namanga,-2.5396,36.8,Kenya,KE,KEN,,
Tarawa,1.3382,173.0176,Kiribati,KI,KIR,,primary
Kanggye,40.9732,126.6032,"Korea, North",KP,PRK,Chagang,admin
Manp'o,41.1454,126.2958,"Korea, North",KP,PRK,Chagang,
Ch'osan-up,40.8255,125.8008,"Korea, North",KP,PRK,Chagang,
Ch'ongjin,41.7846,129.79,"Korea, North",KP,PRK,Hambuk,minor
Kimch'aek-si,40.6723,129.2027,"Korea, North",KP,PRK,Hambuk,minor
Namsan,42.2304,129.2304,"Korea, North",KP,PRK,Hambuk,minor
Hamhung,39.9101,127.5454,"Korea, North",KP,PRK,Hamnam,admin
Hungnam,39.8231,127.6232,"Korea, North",KP,PRK,Hamnam,
Sariwon,38.507,125.762,"Korea, North",KP,PRK,Hwangbuk,admin
P'yongsan,38.3367,126.3866,"Korea, North",KP,PRK,Hwangbuk,
Kaesong,37.964,126.5644,"Korea, North",KP,PRK,Hwangnam,minor
Haeju,38.0394,125.7144,"Korea, North",KP,PRK,Hwangnam,admin
Ongjin,37.9371,125.3571,"Korea, North",KP,PRK,Hwangnam,
Changyon,38.2517,125.1021,"Korea, North",KP,PRK,Hwangnam,
Wonsan,39.1605,127.4308,"Korea, North",KP,PRK,Kangwŏn,admin
Munch'on,39.3813,127.2517,"Korea, North",KP,PRK,Kangwŏn,
Rajin,42.2556,130.2831,"Korea, North",KP,PRK,Nasŏn,admin
Sonbong,42.3377,130.4027,"Korea, North",KP,PRK,Nasŏn,minor
Sinuiju,40.0859,124.4213,"Korea, North",KP,PRK,P’yŏngbuk,admin
Chongju,39.6813,125.2163,"Korea, North",KP,PRK,P’yŏngbuk,
Tae-dong,40.6171,125.4501,"Korea, North",KP,PRK,P’yŏngbuk,
Sunch'on,39.4236,125.939,"Korea, North",KP,PRK,P’yŏngnam,
P'yongsong,39.2464,125.8719,"Korea, North",KP,PRK,P’yŏngnam,admin
Sil-li,39.488,125.464,"Korea, North",KP,PRK,P’yŏngnam,
Pyongyang,39.0194,125.7547,"Korea, North",KP,PRK,P’yŏngyang,primary
Hyesan,41.3927,128.1927,"Korea, North",KP,PRK,Yanggang,admin
P'ungsan,40.8175,128.1553,"Korea, North",KP,PRK,Yanggang,
Namp'o,38.7669,125.4524,"Korea, North",KP,PRK,,admin
Busan,35.0951,129.01,"Korea, South",KR,KOR,Busan,admin
Cheongju,36.6439,127.5012,"Korea, South",KR,KOR,Chungbuk,admin
Eumseong,36.9353,127.6897,"Korea, South",KR,KOR,Chungbuk,
Hongseong,36.6009,126.665,"Korea, South",KR,KOR,Chungnam,admin
Daegu,35.8668,128.607,"Korea, South",KR,KOR,Daegu,admin
Daejeon,36.3355,127.425,"Korea, South",KR,KOR,Daejeon,admin
Wonju,37.3551,127.9396,"Korea, South",KR,KOR,Gangwon,
Chuncheon,37.8747,127.7342,"Korea, South",KR,KOR,Gangwon,admin
Gangneung,37.7559,128.8962,"Korea, South",KR,KOR,Gangwon,minor
Sokcho,38.2087,128.5912,"Korea, South",KR,KOR,Gangwon,minor
Gwangju,35.171,126.9104,"Korea, South",KR,KOR,Gwangju,admin
Pohang,36.0209,129.3715,"Korea, South",KR,KOR,Gyeongbuk,minor
Kyongju,35.8428,129.2117,"Korea, South",KR,KOR,Gyeongbuk,
Andong,36.5659,128.725,"Korea, South",KR,KOR,Gyeongbuk,admin
Suwon,37.2578,127.0109,"Korea, South",KR,KOR,Gyeonggi,admin
Songnam,37.4386,127.1378,"Korea, South",KR,KOR,Gyeonggi,
Goyang,37.6527,126.8372,"Korea, South",KR,KOR,Gyeonggi,minor
Bucheon,37.4989,126.7831,"Korea, South",KR,KOR,Gyeonggi,minor
Ansan,37.3481,126.8595,"Korea, South",KR,KOR,Gyeonggi,
Changwon,35.2191,128.5836,"Korea, South",KR,KOR,Gyeongnam,admin
Incheon,37.4761,126.6422,"Korea, South",KR,KOR,Incheon,admin
Jeju,33.5101,126.5219,"Korea, South",KR,KOR,Jeju,admin
Jeonju,35.8314,127.1404,"Korea, South",KR,KOR,Jeonbuk,minor
Iksan,35.941,126.9454,"Korea, South",KR,KOR,Jeonbuk,
Kunsan,35.9818,126.716,"Korea, South",KR,KOR,Jeonbuk,
Yeosu,34.7368,127.7458,"Korea, South",KR,KOR,Jeonnam,minor
Mokpo,34.8068,126.3958,"Korea, South",KR,KOR,Jeonnam,minor
Muan,34.9897,126.4714,"Korea, South",KR,KOR,Jeonnam,admin
Sejong,36.6092,127.2919,"Korea, South",KR,KOR,Sejong,admin
Seoul,37.5663,126.9997,"Korea, South",KR,KOR,Seoul,primary
Ulsan,35.5467,129.317,"Korea, South",KR,KOR,Ulsan,admin
Decan,42.5378,20.2911,Kosovo,XK,XKS,Deçan,admin
Dragash,42.0265,20.6533,Kosovo,XK,XKS,Dragash,admin
Ferizaj,42.3706,21.1553,Kosovo,XK,XKS,Ferizaj,admin
Fushe Kosove,42.6639,21.0961,Kosovo,XK,XKS,Fushë Kosovë,admin
Gjakove,42.3803,20.4308,Kosovo,XK,XKS,Gjakovë,admin
Gjilan,42.4689,21.4633,Kosovo,XK,XKS,Gjilan,admin
Gllogovc,42.6283,20.8939,Kosovo,XK,XKS,Gllogovc,admin
Gracanice,42.6011,21.1958,Kosovo,XK,XKS,Graçanicë,admin
Hani i Elezit,42.15,21.2967,Kosovo,XK,XKS,Hani i Elezit,admin
Istog,42.7808,20.4875,Kosovo,XK,XKS,Istog,admin
Junik,42.4758,20.2772,Kosovo,XK,XKS,Junik,admin
Kacanik,42.2319,21.2594,Kosovo,XK,XKS,Kaçanik,admin
Kamenice,42.5781,21.5803,Kosovo,XK,XKS,Kamenicë,admin
Kline,42.6217,20.5778,Kosovo,XK,XKS,Klinë,admin
Kllokot,42.3714,21.3744,Kosovo,XK,XKS,Kllokot,admin
Leposaviq,43.1039,20.8028,Kosovo,XK,XKS,Leposaviq,admin
Lipjan,42.5217,21.1258,Kosovo,XK,XKS,Lipjan,admin
Malisheve,42.4822,20.7458,Kosovo,XK,XKS,Malishevë,admin
Mamushe,42.3308,20.7269,Kosovo,XK,XKS,Mamushë,admin
Novoberde,42.6178,21.4197,Kosovo,XK,XKS,Novobërdë,admin
Obiliq,42.6869,21.0703,Kosovo,XK,XKS,Obiliq,admin
Partesh,42.4019,21.4336,Kosovo,XK,XKS,Partesh,admin
Peje,42.66,20.2922,Kosovo,XK,XKS,Pejë,admin
Podujeve,42.9111,21.1899,Kosovo,XK,XKS,Podujevë,admin
Pristina,42.6666,21.1724,Kosovo,XK,XKS,Prishtinë,primary
Prizren,42.2139,20.7397,Kosovo,XK,XKS,Prizren,admin
Rahovec,42.3994,20.6547,Kosovo,XK,XKS,Rahovec,admin
Ranillug,42.4922,21.5989,Kosovo,XK,XKS,Ranillug,admin
Shterpce,42.2394,21.0272,Kosovo,XK,XKS,Shtërpcë,admin
Shtime,42.4331,21.0397,Kosovo,XK,XKS,Shtime,admin
Skenderaj,42.7467,20.7886,Kosovo,XK,XKS,Skenderaj ,admin
Suhareke,42.3586,20.825,Kosovo,XK,XKS,Suharekë,admin
Viti,42.3214,21.3583,Kosovo,XK,XKS,Viti,admin
Vushtrri,42.8231,20.9675,Kosovo,XK,XKS,Vushtrri,admin
Zubin Potok,42.9144,20.6897,Kosovo,XK,XKS,Zubin Potok,admin
Zvecan,42.9075,20.8403,Kosovo,XK,XKS,Zveçan,admin
Mitrovice,42.8833,20.8667,Kosovo,XK,XKS,,admin
Kuwait City,29.3697,47.9783,Kuwait,KW,KWT,Al ‘Āşimah,primary
Al Jahra',29.3375,47.6581,Kuwait,KW,KWT,,
Al Ahmadi,29.0769,48.0838,Kuwait,KW,KWT,,
Batken,40.0626,70.8194,Kyrgyzstan,KG,KGZ,Batken,admin
Bishkek,42.8731,74.5852,Kyrgyzstan,KG,KGZ,Bishkek,primary
Tokmok,42.8299,75.2846,Kyrgyzstan,KG,KGZ,Chüy,
Kara-Balta,42.8306,73.8857,Kyrgyzstan,KG,KGZ,Chüy,minor
Jalal-Abad,40.9429,73.0025,Kyrgyzstan,KG,KGZ,Jalal-Abad,admin
Toktogul,41.8826,72.9372,Kyrgyzstan,KG,KGZ,Jalal-Abad,minor
Tash-Komur,41.3419,72.2314,Kyrgyzstan,KG,KGZ,Jalal-Abad,
Kok-Janggak,41.0307,73.2058,Kyrgyzstan,KG,KGZ,Jalal-Abad,
Naryn,41.4263,75.9911,Kyrgyzstan,KG,KGZ,Naryn,admin
At-Bashy,41.1725,75.7968,Kyrgyzstan,KG,KGZ,Naryn,minor
Osh,40.5404,72.79,Kyrgyzstan,KG,KGZ,Osh,admin
Talas,42.5184,72.2429,Kyrgyzstan,KG,KGZ,Talas,admin
Karakol,42.492,78.3818,Kyrgyzstan,KG,KGZ,Ysyk-Köl,admin
Balykchy,42.456,76.1854,Kyrgyzstan,KG,KGZ,Ysyk-Köl,
Cholpon-Ata,42.6513,77.0811,Kyrgyzstan,KG,KGZ,Ysyk-Köl,minor
Attapu,14.808,106.839,Laos,LA,LAO,Attapu,admin
Ban Houayxay,20.2775,100.4128,Laos,LA,LAO,Bokèo,admin
Pakxan,18.3942,103.6611,Laos,LA,LAO,Bolikhamxai,admin
Pakxe,15.1221,105.8183,Laos,LA,LAO,Champasak,admin
Champasak,14.8833,105.8667,Laos,LA,LAO,Champasak,
Xam Nua,20.4167,104.0333,Laos,LA,LAO,Houaphan,admin
Thakhek,17.4112,104.8361,Laos,LA,LAO,Khammouan,admin
Louang Namtha,20.95,101.4167,Laos,LA,LAO,Louangnamtha,admin
Louangphabang,19.8845,102.1416,Laos,LA,LAO,Louangphabang,admin
Xai,20.6923,101.9847,Laos,LA,LAO,Oudômxai,admin
Phongsali,21.6833,102.1,Laos,LA,LAO,Phôngsali,admin
Salavan,15.716,106.427,Laos,LA,LAO,Salavan,admin
Savannakhet,16.5376,104.773,Laos,LA,LAO,Savannakhét,admin
Vientiane,17.9667,102.6,Laos,LA,LAO,Viangchan,primary
Phon-Hong,18.4953,102.4153,Laos,LA,LAO,Viangchan,admin
Xaignabouli,19.2505,101.7501,Laos,LA,LAO,Xaignabouli,admin
Anouvong,18.8989,103.0919,Laos,LA,LAO,Xaisômboun,admin
Xekong,15.3503,106.7286,Laos,LA,LAO,Xékong,admin
Phonsavan,19.4494,103.1917,Laos,LA,LAO,Xiangkhouang,admin
Xiangkhoang,19.3337,103.3666,Laos,LA,LAO,Xiangkhouang,
Adazi,57.0705,24.3371,Latvia,LV,LVA,Ādažu Novads,admin
Aglona,56.1327,27.0068,Latvia,LV,LVA,Aglonas Novads,admin
Aizkraukle,56.6029,25.2636,Latvia,LV,LVA,Aizkraukles Novads,admin
Aizpute,56.7211,21.6016,Latvia,LV,LVA,Aizputes Novads,admin
Akniste,56.1615,25.7482,Latvia,LV,LVA,Aknīstes Novads,admin
Aloja,57.7672,24.8774,Latvia,LV,LVA,Alojas Novads,admin
Alsunga,56.9801,21.564,Latvia,LV,LVA,Alsungas Novads,admin
Aluksne,57.4216,27.0466,Latvia,LV,LVA,Alūksnes Novads,admin
Drabesi,57.2433,25.2803,Latvia,LV,LVA,Amatas Novads,admin
Ape,57.5394,26.694,Latvia,LV,LVA,Apes Novads,admin
Auce,56.4611,22.9028,Latvia,LV,LVA,Auces Novads,admin
Pinki,56.9419,23.9137,Latvia,LV,LVA,Babītes Novads,admin
Baldone,56.7445,24.4008,Latvia,LV,LVA,Baldones Novads,admin
Baltinava,56.9439,27.644,Latvia,LV,LVA,Baltinavas Novads,admin
Balvi,57.1287,27.27,Latvia,LV,LVA,Balvu Novads,admin
Bauska,56.4079,24.1944,Latvia,LV,LVA,Bauskas Novads,admin
Murmuiza,57.4731,25.4917,Latvia,LV,LVA,Beverīnas Novads,admin
Broceni,56.6789,22.5694,Latvia,LV,LVA,Brocēnu Novads,admin
Burtnieki,57.6949,25.275,Latvia,LV,LVA,Burtnieku Novads,admin
Carnikava,57.1293,24.2842,Latvia,LV,LVA,Carnikavas Novads,admin
Cesis,57.3091,25.2761,Latvia,LV,LVA,Cēsu Novads,admin
Cesvaine,56.9675,26.3076,Latvia,LV,LVA,Cesvaines Novads,admin
Cibla,56.5498,27.8837,Latvia,LV,LVA,Ciblas Novads,admin
Dagda,56.0961,27.5328,Latvia,LV,LVA,Dagdas Novads,admin
Daugavpils,55.88,26.51,Latvia,LV,LVA,Daugavpils Novads,admin
Dobele,56.6237,23.2751,Latvia,LV,LVA,Dobeles Novads,admin
Dundaga,57.505,22.3504,Latvia,LV,LVA,Dundagas Novads,admin
Liegi,56.5797,21.3338,Latvia,LV,LVA,Durbes Novads,admin
Smarde,56.9533,23.3387,Latvia,LV,LVA,Engures Novads,admin
Ergli,56.8988,25.6429,Latvia,LV,LVA,Ērgļu Novads,admin
Garkalne,57.0449,24.4195,Latvia,LV,LVA,Garkalnes Novads,admin
Grobina,56.5358,21.1747,Latvia,LV,LVA,Grobiņas Novads,admin
Gulbene,57.1734,26.7527,Latvia,LV,LVA,Gulbenes Novads,admin
Iecava,56.5977,24.2076,Latvia,LV,LVA,Iecavas Novads,admin
Ikskile,56.834,24.4968,Latvia,LV,LVA,Ikšķiles Novads,admin
Ilukste,55.9779,26.2978,Latvia,LV,LVA,Ilūkstes Novads,admin
Incukalns,57.0987,24.6863,Latvia,LV,LVA,Inčukalna Novads,admin
Jaunjelgava,56.6132,25.0832,Latvia,LV,LVA,Jaunjelgavas Novads,admin
Jaunpiebalga,57.1775,26.0284,Latvia,LV,LVA,Jaunpiebalgas Novads,admin
Jaunpils,56.7314,23.0125,Latvia,LV,LVA,Jaunpils Novads,admin
Jekabpils,56.4833,25.85,Latvia,LV,LVA,Jēkabpils Novads,admin
Jelgava,56.6527,23.7128,Latvia,LV,LVA,Jelgavas Novads,admin
Jurmala,56.9567,23.7233,Latvia,LV,LVA,Jūrmala,admin
Kandava,57.0389,22.7724,Latvia,LV,LVA,Kandavas Novads,admin
Karsava,56.7874,27.6732,Latvia,LV,LVA,Kārsavas Novads,admin
Kegums,56.7455,24.725,Latvia,LV,LVA,Ķeguma Novads,admin
Kekava,56.8296,24.2318,Latvia,LV,LVA,Ķekavas Novads,admin
Koceni,57.5198,25.3404,Latvia,LV,LVA,Kocēnu Novads,admin
Koknese,56.6516,25.4364,Latvia,LV,LVA,Kokneses Novads,admin
Kraslava,55.8969,27.172,Latvia,LV,LVA,Krāslavas Novads,admin
Ragana,57.1821,24.7056,Latvia,LV,LVA,Krimuldas Novads,admin
Kuldiga,56.969,21.968,Latvia,LV,LVA,Kuldīgas Novads,admin
Lielvarde,56.7213,24.8062,Latvia,LV,LVA,Lielvārdes Novads,admin
Liepaja,56.51,21.01,Latvia,LV,LVA,Liepāja,admin
Ligatne,57.2379,25.0436,Latvia,LV,LVA,Līgatnes Novads,admin
Limbazi,57.513,24.724,Latvia,LV,LVA,Limbažu Novads,admin
Livani,56.3567,26.1761,Latvia,LV,LVA,Līvānu Novads,admin
Lubana,56.9043,26.7161,Latvia,LV,LVA,Lubānas Novads,admin
Ludza,56.5396,27.7189,Latvia,LV,LVA,Ludzas Novads,admin
Madona,56.851,26.2184,Latvia,LV,LVA,Madonas Novads,admin
Malpils,57.0101,24.9578,Latvia,LV,LVA,Mālpils Novads,admin
Marupe,56.9032,24.0467,Latvia,LV,LVA,Mārupes Novads,admin
Mazsalaca,57.8619,25.0547,Latvia,LV,LVA,Mazsalacas Novads,admin
Mersrags,57.3364,23.1235,Latvia,LV,LVA,Mērsraga Novads,admin
Naukseni,57.8842,25.458,Latvia,LV,LVA,Naukšēnu Novads,admin
Nereta,56.2044,25.3077,Latvia,LV,LVA,Neretas Novads,admin
Nica,56.3456,21.0646,Latvia,LV,LVA,Nīcas Novads,admin
Ogre,56.8113,24.6113,Latvia,LV,LVA,Ogres Novads,admin
Olaine,56.7947,23.9358,Latvia,LV,LVA,Olaines Novads,admin
Ozolnieki,56.6899,23.7761,Latvia,LV,LVA,Ozolnieku Novads,admin
Stalbe,57.3708,25.0324,Latvia,LV,LVA,Pārgaujas Novads,admin
Pavilosta,56.8898,21.1817,Latvia,LV,LVA,Pāvilostas Novads,admin
Plavinas,56.6177,25.7194,Latvia,LV,LVA,Pļaviņu Novads,admin
Preili,56.294,26.7248,Latvia,LV,LVA,Preiļu Novads,admin
Priekule,56.4458,21.5939,Latvia,LV,LVA,Priekules Novads,admin
Priekuli,57.3115,25.3571,Latvia,LV,LVA,Priekuļu Novads,admin
Rauna,57.3337,25.6085,Latvia,LV,LVA,Raunas Novads,admin
Rezekne,56.5,27.3166,Latvia,LV,LVA,Rēzeknes Novads,admin
Riebini,56.3403,26.7999,Latvia,LV,LVA,Riebiņu Novads,admin
Riga,56.95,24.1,Latvia,LV,LVA,Rīga,primary
Roja,57.5015,22.8088,Latvia,LV,LVA,Rojas Novads,admin
Ropazi,56.9747,24.6329,Latvia,LV,LVA,Ropažu Novads,admin
Rucava,56.164,21.1627,Latvia,LV,LVA,Rucavas Novads,admin
Rugaji,57.0033,27.1337,Latvia,LV,LVA,Rugāju Novads,admin
Rujiena,57.8961,25.3342,Latvia,LV,LVA,Rūjienas Novads,admin
Pilsrundale,56.4181,24.0162,Latvia,LV,LVA,Rundāles Novads,admin
Salacgriva,57.7531,24.359,Latvia,LV,LVA,Salacgrīvas Novads,admin
Sala,56.5047,25.7618,Latvia,LV,LVA,Salas Novads,admin
Salaspils,56.861,24.3498,Latvia,LV,LVA,Salaspils Novads,admin
Saldus,56.6666,22.4935,Latvia,LV,LVA,Saldus Novads,admin
Saulkrasti,57.2599,24.4189,Latvia,LV,LVA,Saulkrastu Novads,admin
Loja,57.1534,24.6433,Latvia,LV,LVA,Sējas Novads,admin
Sigulda,57.1538,24.8595,Latvia,LV,LVA,Siguldas Novads,admin
Skriveri,56.6485,25.1195,Latvia,LV,LVA,Skrīveru Novads,admin
Skrunda,56.6775,22.0165,Latvia,LV,LVA,Skrundas Novads,admin
Smiltene,57.4242,25.9017,Latvia,LV,LVA,Smiltenes Novads,admin
Ulbroka,56.9363,24.3039,Latvia,LV,LVA,Stopiņu Novads,admin
Strenci,57.6269,25.6919,Latvia,LV,LVA,Strenču Novads,admin
Talsi,57.2465,22.5876,Latvia,LV,LVA,Talsu Novads,admin
Tervete,56.4798,23.3902,Latvia,LV,LVA,Tērvetes Novads,admin
Tukums,56.9676,23.1555,Latvia,LV,LVA,Tukuma Novads,admin
Vainode,56.4185,21.8541,Latvia,LV,LVA,Vaiņodes Novads,admin
Valka,57.7767,26.0118,Latvia,LV,LVA,Valkas Novads,admin
Valmiera,57.5387,25.4257,Latvia,LV,LVA,Valmiera,admin
Varaklani,56.6091,26.7547,Latvia,LV,LVA,Varakļānu Novads,admin
Vecvarkava,56.1984,26.5081,Latvia,LV,LVA,Vārkavas Novads,admin
Vecpiebalga,57.0618,25.8179,Latvia,LV,LVA,Vecpiebalgas Novads,admin
Vecumnieki,56.6061,24.5223,Latvia,LV,LVA,Vecumnieku Novads,admin
Ventspils,57.3899,21.5606,Latvia,LV,LVA,Ventspils,admin
Viesite,56.3465,25.5581,Latvia,LV,LVA,Viesītes Novads,admin
Vilaka,57.1843,27.6719,Latvia,LV,LVA,Viļakas Novads,admin
Vilani,56.5505,26.9298,Latvia,LV,LVA,Viļānu Novads,admin
Zilupe,56.386,28.1218,Latvia,LV,LVA,Zilupes Novads,admin
Halba,34.5428,36.0797,Lebanon,LB,LBN,Aakkâr,admin
Baalbek,34.0058,36.2181,Lebanon,LB,LBN,Baalbek-Hermel,admin
Zahle,33.8501,35.9042,Lebanon,LB,LBN,Béqaa,admin
Beirut,33.872,35.5097,Lebanon,LB,LBN,Beyrouth,primary
Tripoli,34.42,35.87,Lebanon,LB,LBN,Liban-Nord,admin
Sidon,33.563,35.3688,Lebanon,LB,LBN,Liban-Sud,admin
Baabda,33.8333,35.5333,Lebanon,LB,LBN,Mont-Liban,admin
Nabatiye,33.3833,35.45,Lebanon,LB,LBN,Nabatîyé,admin
Teyateyaneng,-29.153,27.753,Lesotho,LS,LSO,Berea,admin
Butha-Buthe,-28.75,28.25,Lesotho,LS,LSO,Butha-Buthe,admin
Leribe,-28.878,28.056,Lesotho,LS,LSO,Leribe,admin
Mafeteng,-29.8166,27.25,Lesotho,LS,LSO,Mafeteng,admin
Maseru,-29.3167,27.4833,Lesotho,LS,LSO,Maseru,primary
Mohale's Hoek,-30.159,27.48,Lesotho,LS,LSO,Mohale’s Hoek,admin
Mokhotlong,-29.291,29.078,Lesotho,LS,LSO,Mokhotlong,admin
Qacha's Nek,-30.1154,28.6894,Lesotho,LS,LSO,Qacha’s Nek,admin
Quthing,-30.411,27.716,Lesotho,LS,LSO,Quthing,admin
Thaba-Tseka,-29.522,28.6084,Lesotho,LS,LSO,Thaba-Tseka,admin
Tubmanburg,6.8706,-10.8211,Liberia,LR,LBR,Bomi,admin
Gbarnga,7.0104,-9.49,Liberia,LR,LBR,Bong,admin
Bopolu,7.0667,-10.4875,Liberia,LR,LBR,Gbarpolu,admin
Buchanan,5.8811,-10.0447,Liberia,LR,LBR,Grand Bassa,admin
Upper Buchanan,5.9161,-10.0525,Liberia,LR,LBR,Grand Bassa,
Robertsport,6.7533,-11.3686,Liberia,LR,LBR,Grand Cape Mount,admin
Zwedru,6.0704,-8.13,Liberia,LR,LBR,Grand Gedeh,admin
Barclayville,4.8,-8.1667,Liberia,LR,LBR,Grand Kru,admin
Voinjama,8.4167,-9.75,Liberia,LR,LBR,Lofa,admin
Kakata,6.526,-10.349,Liberia,LR,LBR,Margibi,admin
Harper,4.3754,-7.717,Liberia,LR,LBR,Maryland,admin
Monrovia,6.3106,-10.8048,Liberia,LR,LBR,Montserrado,primary
Bensonville,6.4333,-10.6,Liberia,LR,LBR,Montserrado,admin
Sanniquellie,7.371,-8.685,Liberia,LR,LBR,Nimba,admin
