city_ascii,lat,lng,country,iso2,iso3,admin_name,capital
Cestos City,5.465,-9.578,Liberia,LR,LBR,River Cess,admin
Fish Town,5.1974,-7.8758,Liberia,LR,LBR,River Gee,admin
Greenville,5.0111,-9.0388,Liberia,LR,LBR,Sinoe,admin
Tobruk,32.08,23.96,Libya,LY,LBY,Al Buţnān,admin
Al Jaghbub,29.7504,24.5166,Libya,LY,LBY,Al Buţnān,
Al Bayda',32.7604,21.62,Libya,LY,LBY,Al Jabal al Akhḑar,admin
Shahhat,32.8281,21.8622,Libya,LY,LBY,Al Jabal al Akhḑar,
Gharyan,32.1704,13.02,Libya,LY,LBY,Al Jabal al Gharbī,admin
Mizdah,31.4337,12.9833,Libya,LY,LBY,Al Jabal al Gharbī,
Al `Aziziyah,32.5319,13.0175,Libya,LY,LBY,Al Jafārah,admin
Hun,29.1167,15.9333,Libya,LY,LBY,Al Jufrah,admin
Zillah,28.5504,17.5834,Libya,LY,LBY,Al Jufrah,
Al Kufrah,24.1667,23.2696,Libya,LY,LBY,Al Kufrah,admin
Al Jawf,24.2,23.29,Libya,LY,LBY,Al Kufrah,
Al Marj,32.5005,20.83,Libya,LY,LBY,Al Marj,admin
Al Khums,32.6604,14.26,Libya,LY,LBY,Al Marqab,admin
Ajdabiya,30.77,20.22,Libya,LY,LBY,Al Wāḩāt,admin
Awjilah,29.108,21.2869,Libya,LY,LBY,Al Wāḩāt,
Maradah,29.2337,19.2166,Libya,LY,LBY,Al Wāḩāt,
Al `Uqaylah,30.257,19.2,Libya,LY,LBY,Al Wāḩāt,
Zuwarah,32.9344,12.0791,Libya,LY,LBY,An Nuqāţ al Khams,admin
Az Zawiyah,32.7604,12.72,Libya,LY,LBY,Az Zāwiyah,admin
Benghazi,32.1167,20.0667,Libya,LY,LBY,Banghāzī,admin
Qaminis,31.6606,20.0155,Libya,LY,LBY,Banghāzī,
Darnah,32.7648,22.6391,Libya,LY,LBY,Darnah,admin
Ghat,24.9647,10.1728,Libya,LY,LBY,Ghāt,admin
Misratah,32.38,15.1,Libya,LY,LBY,Mişrātah,admin
Bani Walid,31.7704,13.99,Libya,LY,LBY,Mişrātah,
Murzuq,25.9044,13.8972,Libya,LY,LBY,Murzuq,admin
Tajarhi,24.3704,14.4708,Libya,LY,LBY,Murzuq,
Tmassah,26.3666,15.8,Libya,LY,LBY,Murzuq,
Nalut,31.8804,10.97,Libya,LY,LBY,Nālūt,admin
Ghadamis,30.1333,9.5,Libya,LY,LBY,Nālūt,
Daraj,30.1679,10.4567,Libya,LY,LBY,Nālūt,
Sabha,27.0333,14.4333,Libya,LY,LBY,Sabhā,admin
Surt,31.21,16.59,Libya,LY,LBY,Surt,admin
Tripoli,32.8925,13.18,Libya,LY,LBY,Ţarābulus,primary
Awbari,26.5903,12.7751,Libya,LY,LBY,Wādī al Ḩayāt,admin
Idri,27.4471,13.0517,Libya,LY,LBY,Wādī ash Shāţi’,admin
Birak,27.5333,14.2834,Libya,LY,LBY,Wādī ash Shāţi’,
Umm al `Abid,27.517,15.0333,Libya,LY,LBY,Wādī ash Shāţi’,
As Sidrah,30.6704,18.2666,Libya,LY,LBY,,
Balzers,47.0667,9.5025,Liechtenstein,LI,LIE,Balzers,admin
Eschen,47.2109,9.5216,Liechtenstein,LI,LIE,Eschen,admin
Gamprin,47.2197,9.5113,Liechtenstein,LI,LIE,Gamprin,admin
Mauren,47.2205,9.5426,Liechtenstein,LI,LIE,Mauren,admin
Planken,47.1844,9.5436,Liechtenstein,LI,LIE,Planken,admin
Ruggell,47.2408,9.5247,Liechtenstein,LI,LIE,Ruggell,admin
Schaan,47.1661,9.5096,Liechtenstein,LI,LIE,Schaan,admin
Schellenberg,47.2325,9.5463,Liechtenstein,LI,LIE,Schellenberg,admin
Triesen,47.1101,9.524,Liechtenstein,LI,LIE,Triesen,admin
Triesenberg,47.1182,9.5444,Liechtenstein,LI,LIE,Triesenberg,admin
Vaduz,47.1337,9.5167,Liechtenstein,LI,LIE,Vaduz,primary
Akmene,56.25,22.75,Lithuania,LT,LTU,Akmenė,admin
Alytus,54.3964,24.0414,Lithuania,LT,LTU,Alytaus Miestas,admin
Anyksciai,55.5246,25.1066,Lithuania,LT,LTU,Anykščiai,admin
Birstonas,54.6048,24.0311,Lithuania,LT,LTU,Birštono,admin
Birzai,56.1986,24.7521,Lithuania,LT,LTU,Biržai,admin
Druskininkai,54.0157,23.987,Lithuania,LT,LTU,Druskininkai,admin
Elektrenai,54.7863,24.6626,Lithuania,LT,LTU,Elektrénai,admin
Ignalina,55.3406,26.1605,Lithuania,LT,LTU,Ignalina,admin
Jonava,55.0801,24.2754,Lithuania,LT,LTU,Jonava,admin
Joniskis,56.2394,23.6154,Lithuania,LT,LTU,Joniškis,admin
Jurbarkas,55.0756,22.7642,Lithuania,LT,LTU,Jurbarkas,admin
Kaisiadorys,54.8653,24.4682,Lithuania,LT,LTU,Kaišiadorys,admin
Kalvarija,54.4172,23.2283,Lithuania,LT,LTU,Kalvarijos,admin
Kaunas,54.9504,23.88,Lithuania,LT,LTU,Kauno Miestas,admin
Kazlu Ruda,54.7497,23.495,Lithuania,LT,LTU,Kazlų Rūdos,admin
Kedainiai,55.2878,23.9727,Lithuania,LT,LTU,Kėdainiai,admin
Kelme,55.6301,22.9349,Lithuania,LT,LTU,Kelmė,admin
Klaipeda,55.7204,21.1199,Lithuania,LT,LTU,Klaipėdos Miestas,admin
Kretinga,55.8888,21.2445,Lithuania,LT,LTU,Kretinga,admin
Kupiskis,55.8401,24.9803,Lithuania,LT,LTU,Kupiškis,admin
Lazdijai,54.2333,23.5147,Lithuania,LT,LTU,Lazdijai,admin
Marijampole,54.5599,23.3541,Lithuania,LT,LTU,Marijampolė,admin
Mazeikiai,56.3122,22.3265,Lithuania,LT,LTU,Mažeikiai,admin
Moletai,55.2247,25.4169,Lithuania,LT,LTU,Molėtai,admin
Nida,55.3086,20.9965,Lithuania,LT,LTU,Neringa,admin
Pagegiai,55.1379,21.9138,Lithuania,LT,LTU,Pagégiai,admin
Pakruojis,55.9789,23.8551,Lithuania,LT,LTU,Pakruojis,admin
Palanga,55.9203,21.071,Lithuania,LT,LTU,Palangos Miestas,admin
Panevezys,55.74,24.37,Lithuania,LT,LTU,Panevėžio Miestas,admin
Pasvalys,56.0625,24.3997,Lithuania,LT,LTU,Pasvalys,admin
Plunge,55.9077,21.8456,Lithuania,LT,LTU,Plungė,admin
Prienai,54.636,23.9458,Lithuania,LT,LTU,Prienai,admin
Radviliskis,55.8111,23.5411,Lithuania,LT,LTU,Radviliškis,admin
Raseiniai,55.3797,23.1239,Lithuania,LT,LTU,Raseiniai,admin
Rietavas,55.7271,21.9234,Lithuania,LT,LTU,Rietavo,admin
Rokiskis,55.9587,25.5947,Lithuania,LT,LTU,Rokiškis,admin
Sakiai,54.9534,23.0478,Lithuania,LT,LTU,Šakiai,admin
Salcininkai,54.3086,25.3868,Lithuania,LT,LTU,Šalčininkai,admin
Siauliai,55.9386,23.325,Lithuania,LT,LTU,Šiaulių Miestas,admin
Silale,55.4898,22.1869,Lithuania,LT,LTU,Šilalė,admin
Silute,55.3453,21.4733,Lithuania,LT,LTU,Šilutė,admin
Sirvintos,55.044,24.9545,Lithuania,LT,LTU,Širvintos,admin
Skuodas,56.2706,21.5321,Lithuania,LT,LTU,Skuodas,admin
Svencionys,55.133,26.1595,Lithuania,LT,LTU,Švenčionys,admin
Taurage,55.2522,22.2897,Lithuania,LT,LTU,Tauragė,admin
Telsiai,55.9831,22.2343,Lithuania,LT,LTU,Telšiai,admin
Trakai,54.6399,24.936,Lithuania,LT,LTU,Trakai,admin
Ukmerge,55.2494,24.7636,Lithuania,LT,LTU,Ukmergė,admin
Utena,55.4976,25.5992,Lithuania,LT,LTU,Utena,admin
Varena,54.2155,24.5754,Lithuania,LT,LTU,Varėna,admin
Vilkaviskis,54.648,23.0305,Lithuania,LT,LTU,Vilkaviškis,admin
Vilnius,54.6834,25.3166,Lithuania,LT,LTU,Vilniaus Miestas,primary
Visaginas,55.5968,26.4398,Lithuania,LT,LTU,Visaginas,admin
Zarasai,55.7322,26.2512,Lithuania,LT,LTU,Zarasai,admin
Capellen,49.645,5.9908,Luxembourg,LU,LUX,Capellen,admin
Clervaux,50.0547,6.0314,Luxembourg,LU,LUX,Clervaux,admin
Diekirch,49.8833,6.1667,Luxembourg,LU,LUX,Diekirch,admin
Echternach,49.8056,6.4222,Luxembourg,LU,LUX,Echternach,admin
Esch-sur-Alzette,49.4958,5.9806,Luxembourg,LU,LUX,Esch-sur-Alzette,admin
Grevenmacher,49.7,6.3333,Luxembourg,LU,LUX,Grevenmacher,admin
Luxembourg,49.6117,6.13,Luxembourg,LU,LUX,Luxembourg,primary
Mersch,49.7489,6.1061,Luxembourg,LU,LUX,Mersch,admin
Redange-sur-Attert,49.7656,5.8908,Luxembourg,LU,LUX,Redange,admin
Remich,49.545,6.3669,Luxembourg,LU,LUX,Remich,admin
Vianden,49.935,6.2089,Luxembourg,LU,LUX,Vianden,admin
Wiltz,49.9689,5.9319,Luxembourg,LU,LUX,Wiltz,admin
Macau,22.203,113.545,Macau,MO,MAC,,
Aracinovo,42.0264,21.5619,Macedonia,MK,MKD,Aračinovo,admin
Berovo,41.7031,22.8578,Macedonia,MK,MKD,Berovo,admin
Bitola,41.0391,21.3395,Macedonia,MK,MKD,Bitola,admin
Bogdanci,41.2031,22.5756,Macedonia,MK,MKD,Bogdanci,admin
Bogovinje,41.9236,20.9136,Macedonia,MK,MKD,Bogovinje,admin
Bosilovo,41.4406,22.7278,Macedonia,MK,MKD,Bosilovo,admin
Brvenica,41.9672,20.9808,Macedonia,MK,MKD,Brvenica,admin
Caska,41.6487,21.6922,Macedonia,MK,MKD,Čaška,admin
Centar Zupa,41.4788,20.5586,Macedonia,MK,MKD,Centar Župa,admin
Oblesevo,41.8833,22.3339,Macedonia,MK,MKD,Češinovo-Obleševo,admin
Cucer-Sandevo,42.102,21.3846,Macedonia,MK,MKD,Čučer-Sandevo,admin
Debar,41.5244,20.5242,Macedonia,MK,MKD,Debar,admin
Belcista,41.3028,20.8303,Macedonia,MK,MKD,Debarca,admin
Delcevo,41.9654,22.7763,Macedonia,MK,MKD,Delčevo,admin
Demir Hisar,41.221,21.203,Macedonia,MK,MKD,Demir Hisar,admin
Demir Kapija,41.4061,22.2463,Macedonia,MK,MKD,Demir Kapija,admin
Star Dojran,41.1865,22.7203,Macedonia,MK,MKD,Dojran,admin
Dolneni,41.4258,21.454,Macedonia,MK,MKD,Dolneni,admin
Gevgelija,41.1417,22.5014,Macedonia,MK,MKD,Gevgelija,admin
Gostivar,41.796,20.9082,Macedonia,MK,MKD,Gostivar,admin
Gradsko,41.5775,21.9428,Macedonia,MK,MKD,Gradsko,admin
Ilinden,41.9945,21.58,Macedonia,MK,MKD,Ilinden,admin
Jegunovce,42.0724,21.1237,Macedonia,MK,MKD,Jegunovce,admin
Karbinci,41.8176,22.2353,Macedonia,MK,MKD,Karbinci,admin
Kavadarci,41.4331,22.0119,Macedonia,MK,MKD,Kavadarci,admin
Kicevo,41.5127,20.9589,Macedonia,MK,MKD,Kičevo,admin
Kocani,41.9164,22.4128,Macedonia,MK,MKD,Kočani,admin
Konce,41.4951,22.3836,Macedonia,MK,MKD,Konče,admin
Kratovo,42.0784,22.1807,Macedonia,MK,MKD,Kratovo,admin
Kriva Palanka,42.2009,22.3324,Macedonia,MK,MKD,Kriva Palanka,admin
Krivogastani,41.3369,21.3311,Macedonia,MK,MKD,Krivogaštani,admin
Krusevo,41.3694,21.2483,Macedonia,MK,MKD,Kruševo,admin
Kumanovo,42.1322,21.7144,Macedonia,MK,MKD,Kumanovo,admin
Lipkovo,42.1564,21.5853,Macedonia,MK,MKD,Lipkovo,admin
Lozovo,41.7839,21.9056,Macedonia,MK,MKD,Lozovo,admin
Makedonska Kamenica,42.0208,22.5876,Macedonia,MK,MKD,Makedonska Kamenica,admin
Makedonski Brod,41.5136,21.2153,Macedonia,MK,MKD,Makedonski Brod,admin
Rostusa,41.61,20.6,Macedonia,MK,MKD,Mavrovo i Rostuša,admin
Mogila,41.1083,21.3786,Macedonia,MK,MKD,Mogila,admin
Negotino,41.4846,22.0906,Macedonia,MK,MKD,Negotino,admin
Novaci,41.042,21.4587,Macedonia,MK,MKD,Novaci,admin
Novo Selo,41.4149,22.8816,Macedonia,MK,MKD,Novo Selo,admin
Ohrid,41.1172,20.8019,Macedonia,MK,MKD,Ohrid,admin
Pehcevo,41.7623,22.8892,Macedonia,MK,MKD,Pehčevo,admin
Petrovec,41.9389,21.615,Macedonia,MK,MKD,Petrovec,admin
Plasnica,41.4672,21.1231,Macedonia,MK,MKD,Plasnica,admin
Prilep,41.3451,21.555,Macedonia,MK,MKD,Prilep,admin
Probistip,42.0019,22.1728,Macedonia,MK,MKD,Probištip,admin
Radovis,41.6383,22.4647,Macedonia,MK,MKD,Radoviš,admin
Rankovce,42.1686,22.1166,Macedonia,MK,MKD,Rankovce,admin
Resen,41.0893,21.0109,Macedonia,MK,MKD,Resen,admin
Rosoman,41.5167,21.9458,Macedonia,MK,MKD,Rosoman,admin
Skopje,42,21.4335,Macedonia,MK,MKD,Skopje,primary
Sopiste,41.9547,21.4275,Macedonia,MK,MKD,Sopište,admin
Staro Nagoricane,42.1981,21.8286,Macedonia,MK,MKD,Staro Nagoričane,admin
Stip,41.7423,22.1979,Macedonia,MK,MKD,Štip,admin
Struga,41.178,20.6778,Macedonia,MK,MKD,Struga,admin
Strumica,41.4375,22.6433,Macedonia,MK,MKD,Strumica,admin
Studenicani,41.9158,21.5306,Macedonia,MK,MKD,Studeničani,admin
Sveti Nikole,41.8667,21.9411,Macedonia,MK,MKD,Sveti Nikole,admin
Tearce,42.0767,21.0531,Macedonia,MK,MKD,Tearce,admin
Tetovo,42.0092,20.9701,Macedonia,MK,MKD,Tetovo,admin
Valandovo,41.3174,22.56,Macedonia,MK,MKD,Valandovo,admin
Vasilevo,41.4741,22.643,Macedonia,MK,MKD,Vasilevo,admin
Veles,41.7156,21.7756,Macedonia,MK,MKD,Veles,admin
Vevcani,41.2406,20.5933,Macedonia,MK,MKD,Vevčani,admin
Vinica,41.8828,22.5092,Macedonia,MK,MKD,Vinica,admin
Vrapciste,41.8344,20.8856,Macedonia,MK,MKD,Vrapčište,admin
Zelenikovo,41.8841,21.5885,Macedonia,MK,MKD,Zelenikovo,admin
Zelino,41.9825,21.0624,Macedonia,MK,MKD,Želino,admin
Zrnovci,41.8542,22.4444,Macedonia,MK,MKD,Zrnovci,admin
Antananarivo,-18.9166,47.5166,Madagascar,MG,MDG,Antananarivo,primary
Antsirabe,-19.85,47.0333,Madagascar,MG,MDG,Antananarivo,minor
Antsiranana,-12.2765,49.3115,Madagascar,MG,MDG,Antsiranana,admin
Antalaha,-14.8833,50.2833,Madagascar,MG,MDG,Antsiranana,
Sambava,-14.2662,50.1666,Madagascar,MG,MDG,Antsiranana,minor
Ambanja,-13.6829,48.45,Madagascar,MG,MDG,Antsiranana,
Andoany,-13.4,48.2666,Madagascar,MG,MDG,Antsiranana,
Fianarantsoa,-21.4333,47.0833,Madagascar,MG,MDG,Fianarantsoa,admin
Mananjary,-21.2167,48.3333,Madagascar,MG,MDG,Fianarantsoa,
Farafangana,-22.8166,47.8332,Madagascar,MG,MDG,Fianarantsoa,minor
Ihosy,-22.3996,46.1167,Madagascar,MG,MDG,Fianarantsoa,minor
Mahajanga,-15.67,46.345,Madagascar,MG,MDG,Mahajanga,admin
Marovoay,-16.0995,46.6333,Madagascar,MG,MDG,Mahajanga,
Antsohihy,-14.8661,47.9834,Madagascar,MG,MDG,Mahajanga,minor
Maintirano,-18.0666,44.0167,Madagascar,MG,MDG,Mahajanga,minor
Mandritsara,-15.8328,48.8166,Madagascar,MG,MDG,Mahajanga,
Besalampy,-16.7495,44.4833,Madagascar,MG,MDG,Mahajanga,
Toamasina,-18.1818,49.405,Madagascar,MG,MDG,Toamasina,admin
Ambatondrazaka,-17.8329,48.4167,Madagascar,MG,MDG,Toamasina,minor
Maroantsetra,-15.4333,49.7333,Madagascar,MG,MDG,Toamasina,
Toliara,-23.3568,43.69,Madagascar,MG,MDG,Toliara,admin
Morondava,-20.2833,44.2833,Madagascar,MG,MDG,Toliara,minor
Miandrivazo,-19.5162,45.4666,Madagascar,MG,MDG,Toliara,
Tolanaro,-25.0268,46.99,Madagascar,MG,MDG,Toliara,minor
Morombe,-21.7391,43.3657,Madagascar,MG,MDG,Toliara,
Bekily,-24.2162,45.3166,Madagascar,MG,MDG,Toliara,
Manja,-21.4329,44.3333,Madagascar,MG,MDG,Toliara,
Androka,-25.0219,44.0749,Madagascar,MG,MDG,Toliara,
Balaka,-14.9889,34.9591,Malawi,MW,MWI,Balaka,admin
Blantyre,-15.79,34.9899,Malawi,MW,MWI,Blantyre,admin
Chikwawa,-16.042,34.8019,Malawi,MW,MWI,Chikwawa,admin
Chiradzulu,-15.7,35.1833,Malawi,MW,MWI,Chiradzulu,admin
Chitipa,-9.7162,33.2666,Malawi,MW,MWI,Chitipa,admin
Dedza,-14.3667,34.3333,Malawi,MW,MWI,Dedza,admin
Dowa,-13.6532,33.9385,Malawi,MW,MWI,Dowa,admin
Karonga,-9.9329,33.9333,Malawi,MW,MWI,Karonga,admin
Kasungu,-13.0364,33.4822,Malawi,MW,MWI,Kasungu,admin
Lilongwe,-13.9833,33.7833,Malawi,MW,MWI,Lilongwe,primary
Machinga,-14.9667,35.5167,Malawi,MW,MWI,Machinga,admin
Mangochi,-14.4596,35.27,Malawi,MW,MWI,Mangochi,admin
Mchinji,-13.8,32.9,Malawi,MW,MWI,Mchinji,admin
Mulanje,-16.0333,35.5,Malawi,MW,MWI,Mulanje,admin
Mwanza,-15.6167,34.5167,Malawi,MW,MWI,Mwanza,admin
Mzimba,-11.9,33.6,Malawi,MW,MWI,Mzimba,admin
Neno,-15.3981,34.6534,Malawi,MW,MWI,Neno,admin
Nkhata Bay,-11.5996,34.3,Malawi,MW,MWI,Nkhata Bay,admin
Nkhotakota,-12.9163,34.3,Malawi,MW,MWI,Nkhotakota,admin
Nsanje,-16.9167,35.2667,Malawi,MW,MWI,Nsanje,admin
Chiromo,-16.55,35.1332,Malawi,MW,MWI,Nsanje,
Ntcheu,-14.8167,34.6333,Malawi,MW,MWI,Ntcheu,admin
Ntchisi,-13.3753,34.0036,Malawi,MW,MWI,Ntchisi,admin
Phalombe,-15.8064,35.6507,Malawi,MW,MWI,Phalombe,admin
Rumphi,-11.0195,33.8546,Malawi,MW,MWI,Rumphi,admin
Salima,-13.7829,34.4333,Malawi,MW,MWI,Salima,admin
Thyolo,-16.0703,35.1471,Malawi,MW,MWI,Thyolo,admin
Zomba,-15.39,35.31,Malawi,MW,MWI,Zomba,admin
Mzuzu,-11.46,34.02,Malawi,MW,MWI,,
Johor Bahru,1.48,103.73,Malaysia,MY,MYS,Johor,admin
Batu Pahat,1.8504,102.9333,Malaysia,MY,MYS,Johor,
Muar,2.0337,102.5666,Malaysia,MY,MYS,Johor,
Kluang,2.0383,103.3179,Malaysia,MY,MYS,Johor,
Sungai Petani,5.6497,100.4793,Malaysia,MY,MYS,Kedah,
Alor Setar,6.1133,100.3729,Malaysia,MY,MYS,Kedah,admin
Kota Bharu,6.12,102.23,Malaysia,MY,MYS,Kelantan,admin
Kuala Lumpur,3.1667,101.7,Malaysia,MY,MYS,Kuala Lumpur ,primary
Labuan,5.2803,115.2475,Malaysia,MY,MYS,Labuan,admin
Melaka,2.2064,102.2465,Malaysia,MY,MYS,Melaka,admin
Seremban,2.7105,101.94,Malaysia,MY,MYS,Negeri Sembilan,admin
Kuantan,3.83,103.32,Malaysia,MY,MYS,Pahang,admin
Raub,3.7927,101.8423,Malaysia,MY,MYS,Pahang,
Kuala Lipis,4.184,102.042,Malaysia,MY,MYS,Pahang,
Ipoh,4.6,101.065,Malaysia,MY,MYS,Perak,admin
Taiping,4.865,100.72,Malaysia,MY,MYS,Perak,
Teluk Intan,4.0119,101.0314,Malaysia,MY,MYS,Perak,
Kangar,6.433,100.19,Malaysia,MY,MYS,Perlis,admin
George Town,5.4136,100.3294,Malaysia,MY,MYS,Pulau Pinang,admin
Butterworth,5.4171,100.4,Malaysia,MY,MYS,Pulau Pinang,
Putrajaya,2.914,101.7019,Malaysia,MY,MYS,Putrajaya,admin
Kota Kinabalu,5.98,116.11,Malaysia,MY,MYS,Sabah,admin
Sandakan,5.843,118.108,Malaysia,MY,MYS,Sabah,
Tawau,4.271,117.896,Malaysia,MY,MYS,Sabah,
Lahad Datu,5.0464,118.336,Malaysia,MY,MYS,Sabah,
Kuching,1.53,110.33,Malaysia,MY,MYS,Sarawak,admin
Miri,4.3999,113.9845,Malaysia,MY,MYS,Sarawak,
Sibu,2.303,111.843,Malaysia,MY,MYS,Sarawak,
Bintulu,3.1664,113.036,Malaysia,MY,MYS,Sarawak,
Klang,3.0204,101.55,Malaysia,MY,MYS,Selangor,
Shah Alam,3.0667,101.55,Malaysia,MY,MYS,Selangor,admin
Kuala Terengganu,5.3304,103.12,Malaysia,MY,MYS,Terengganu,admin
Cukai,4.2332,103.4479,Malaysia,MY,MYS,Terengganu,
Male,4.1667,73.4999,Maldives,MV,MDV,Maale,primary
Un'goofaaru,5.6681,73.0302,Maldives,MV,MDV,,admin
Naifaru,5.4442,73.3662,Maldives,MV,MDV,,admin
Mahibadhoo,3.7571,72.9689,Maldives,MV,MDV,,admin
Eydhafushi,5.1038,73.0699,Maldives,MV,MDV,,admin
Thinadhoo,0.5303,72.9967,Maldives,MV,MDV,,admin
Funadhoo,6.1509,73.2901,Maldives,MV,MDV,,admin
Kulhudhuffushi,6.6223,73.0702,Maldives,MV,MDV,,admin
Dhihdhoo,6.8874,73.114,Maldives,MV,MDV,,admin
Kudahuvadhoo,2.6717,72.8936,Maldives,MV,MDV,,admin
Rasdhoo,4.2631,72.9919,Maldives,MV,MDV,,admin
Thulusdhoo,4.3742,73.6517,Maldives,MV,MDV,,admin
Viligili,0.7539,73.4353,Maldives,MV,MDV,,admin
Hithadhoo,-0.6,73.0833,Maldives,MV,MDV,,admin
Veymandoo,2.1878,73.095,Maldives,MV,MDV,,admin
Felidhoo,3.4718,73.547,Maldives,MV,MDV,,admin
Nilandhoo,3.0567,72.89,Maldives,MV,MDV,,admin
Foammulah,-0.3,73.4256,Maldives,MV,MDV,,admin
Muli,2.9217,73.5811,Maldives,MV,MDV,,admin
Fonadhoo,1.8342,73.5031,Maldives,MV,MDV,,admin
Manadhoo,5.7669,73.4136,Maldives,MV,MDV,,admin
Bamako,12.65,-8,Mali,ML,MLI,Bamako,primary
Gao,16.2666,-0.05,Mali,ML,MLI,Gao,admin
Bourem Guindou,16.9004,-0.35,Mali,ML,MLI,Gao,
Menaka,15.9167,2.4,Mali,ML,MLI,Gao,minor
Kayes,14.45,-11.44,Mali,ML,MLI,Kayes,admin
Kita,13.0504,-9.4833,Mali,ML,MLI,Kayes,minor
Bafoulabe,13.8004,-10.82,Mali,ML,MLI,Kayes,minor
Nioro,15.2304,-9.59,Mali,ML,MLI,Kayes,minor
Yelimane,15.1337,-10.5666,Mali,ML,MLI,Kayes,minor
Satadougou,12.617,-11.4066,Mali,ML,MLI,Kayes,
Kidal,18.4411,1.4078,Mali,ML,MLI,Kidal,admin
Tessalit,20.2014,1.0888,Mali,ML,MLI,Kidal,minor
Aguelhok,19.4549,0.8564,Mali,ML,MLI,Kidal,
Koulikoro,12.8833,-7.55,Mali,ML,MLI,Koulikoro,admin
Kati,12.7504,-8.08,Mali,ML,MLI,Koulikoro,minor
Banamba,13.5504,-7.45,Mali,ML,MLI,Koulikoro,minor
Nara,15.18,-7.28,Mali,ML,MLI,Koulikoro,minor
Kangaba,11.9404,-8.44,Mali,ML,MLI,Koulikoro,minor
Mopti,14.49,-4.18,Mali,ML,MLI,Mopti,admin
Djenne,13.9,-4.55,Mali,ML,MLI,Mopti,minor
Segou,13.44,-6.26,Mali,ML,MLI,Ségou,admin
Markala,13.6704,-6.07,Mali,ML,MLI,Ségou,
San,13.3004,-4.9,Mali,ML,MLI,Ségou,minor
Sokolo,14.7337,-6.1333,Mali,ML,MLI,Ségou,
Sikasso,11.3204,-5.68,Mali,ML,MLI,Sikasso,admin
Koutiala,12.3904,-5.47,Mali,ML,MLI,Sikasso,minor
Bougouni,11.4204,-7.49,Mali,ML,MLI,Sikasso,minor
Timbuktu,16.7666,-3.0166,Mali,ML,MLI,Tombouctou,admin
Goundam,16.417,-3.6666,Mali,ML,MLI,Tombouctou,minor
Araouane,18.9,-3.53,Mali,ML,MLI,Tombouctou,
Taoudenni,22.6666,-3.9834,Mali,ML,MLI,Tombouctou,
Attard,35.8897,14.4425,Malta,MT,MLT,Attard,admin
Balzan,35.9003,14.455,Malta,MT,MLT,Balzan,admin
Vittoriosa,35.8922,14.5183,Malta,MT,MLT,Birgu,admin
Birkirkara,35.8972,14.4611,Malta,MT,MLT,Birkirkara,admin
Birzebbuga,35.8258,14.5269,Malta,MT,MLT,Birżebbuġa,admin
Cospicua,35.8856,14.5275,Malta,MT,MLT,Bormla,admin
Dingli,35.8614,14.3822,Malta,MT,MLT,Dingli,admin
Fgura,35.8703,14.5133,Malta,MT,MLT,Fgura,admin
Floriana,35.8958,14.5083,Malta,MT,MLT,Floriana,admin
Fontana,36.0375,14.2361,Malta,MT,MLT,Fontana,admin
Ghajnsielem,36.0264,14.285,Malta,MT,MLT,Għajnsielem,admin
Gharb,36.06,14.2089,Malta,MT,MLT,Għarb,admin
Gharghur,35.9242,14.4519,Malta,MT,MLT,Għargħur,admin
Ghasri,36.0578,14.2264,Malta,MT,MLT,Għasri,admin
Ghaxaq,35.8489,14.5167,Malta,MT,MLT,Għaxaq,admin
Gudja,35.8492,14.5031,Malta,MT,MLT,Gudja,admin
Gzira,35.9058,14.4881,Malta,MT,MLT,Gżira,admin
Hamrun,35.8847,14.4844,Malta,MT,MLT,Ħamrun,admin
Iklin,35.9092,14.4522,Malta,MT,MLT,Iklin,admin
Imdina,35.8869,14.4025,Malta,MT,MLT,Imdina,admin
Imgarr,35.9206,14.3664,Malta,MT,MLT,Imġarr,admin
Imqabba,35.8461,14.4672,Malta,MT,MLT,Imqabba,admin
Imsida,35.8925,14.4828,Malta,MT,MLT,Imsida,admin
Imtarfa,35.8933,14.3989,Malta,MT,MLT,Imtarfa,admin
Senglea,35.8875,14.5169,Malta,MT,MLT,Isla,admin
Kalkara,35.8892,14.5328,Malta,MT,MLT,Kalkara,admin
Kercem,36.0419,14.2267,Malta,MT,MLT,Kerċem,admin
Kirkop,35.8422,14.4853,Malta,MT,MLT,Kirkop,admin
Lija,35.9006,14.4464,Malta,MT,MLT,Lija,admin
Luqa,35.8589,14.4886,Malta,MT,MLT,Luqa,admin
Marsa,35.8792,14.4953,Malta,MT,MLT,Marsa,admin
Marsaskala,35.8669,14.5619,Malta,MT,MLT,Marsaskala,admin
Marsaxlokk,35.8419,14.5431,Malta,MT,MLT,Marsaxlokk,admin
Mellieha,35.9564,14.3622,Malta,MT,MLT,Mellieħa,admin
Mosta,35.9092,14.4256,Malta,MT,MLT,Mosta,admin
Munxar,36.03,14.2333,Malta,MT,MLT,Munxar,admin
Nadur,36.0378,14.2942,Malta,MT,MLT,Nadur,admin
Naxxar,35.9136,14.4436,Malta,MT,MLT,Naxxar,admin
Paola,35.8731,14.4989,Malta,MT,MLT,Paola,admin
Pembroke,35.9306,14.4764,Malta,MT,MLT,Pembroke,admin
Pieta,35.8947,14.495,Malta,MT,MLT,Pietà,admin
Qala,36.0361,14.3094,Malta,MT,MLT,Qala,admin
Qormi,35.8783,14.4719,Malta,MT,MLT,Qormi,admin
